code,name,bias20,vol_ratio,amplitude,turnover_rate,turnover_accel,holder_change
600549,厦门钨业,0.2922720646007465,1.215797049861303,0.1387418916768227,8.0412,1.187905557874055,-0.4046
600487,亨通光电,0.23195397999088188,0.8971075732537149,0.08232444683900593,7.5014,0.8982056004042369,-0.2821
301511,德福科技,0.03485152439071338,1.2537261941669917,0.16731478296459334,13.7414,1.249519770453687,-0.0525
002436,兴森科技,0.17893109736880344,0.9583634533397394,0.10022923291027692,12.1316,0.9512458658018502,-0.2606
300620,光库科技,0.19572518761727592,0.6863530937761406,0.07549752757874725,5.507,0.7050178270805195,-0.2201
